INSERT ALL 
 INTO "PSE1"."Warenkorb" VALUES ('0', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('1439', '1841') 
 INTO "PSE1"."Warenkorb" VALUES ('1440', '822') 
 INTO "PSE1"."Warenkorb" VALUES ('1441', '1543') 
 INTO "PSE1"."Warenkorb" VALUES ('1442', '1596') 
 INTO "PSE1"."Warenkorb" VALUES ('1443', '957') 
 INTO "PSE1"."Warenkorb" VALUES ('1444', '1453') 
 INTO "PSE1"."Warenkorb" VALUES ('1445', '593') 
 INTO "PSE1"."Warenkorb" VALUES ('1446', '1059') 
 INTO "PSE1"."Warenkorb" VALUES ('1447', '237') 
 INTO "PSE1"."Warenkorb" VALUES ('1448', '1124') 
 INTO "PSE1"."Warenkorb" VALUES ('1449', '725') 
 INTO "PSE1"."Warenkorb" VALUES ('1450', '321') 
 INTO "PSE1"."Warenkorb" VALUES ('1451', '1948') 
 INTO "PSE1"."Warenkorb" VALUES ('1452', '1225') 
 INTO "PSE1"."Warenkorb" VALUES ('1453', '826') 
 INTO "PSE1"."Warenkorb" VALUES ('1454', '1731') 
 INTO "PSE1"."Warenkorb" VALUES ('1455', '1620') 
 INTO "PSE1"."Warenkorb" VALUES ('1456', '417') 
 INTO "PSE1"."Warenkorb" VALUES ('1457', '246') 
 INTO "PSE1"."Warenkorb" VALUES ('1458', '278') 
 INTO "PSE1"."Warenkorb" VALUES ('1459', '1230') 
 INTO "PSE1"."Warenkorb" VALUES ('1460', '1912') 
 INTO "PSE1"."Warenkorb" VALUES ('1461', '253') 
 INTO "PSE1"."Warenkorb" VALUES ('1462', '1152') 
 INTO "PSE1"."Warenkorb" VALUES ('1463', '1916') 
 INTO "PSE1"."Warenkorb" VALUES ('1464', '1272') 
 INTO "PSE1"."Warenkorb" VALUES ('1465', '37') 
 INTO "PSE1"."Warenkorb" VALUES ('1466', '65') 
 INTO "PSE1"."Warenkorb" VALUES ('1467', '1820') 
 INTO "PSE1"."Warenkorb" VALUES ('1468', '1192') 
 INTO "PSE1"."Warenkorb" VALUES ('1469', '229') 
 INTO "PSE1"."Warenkorb" VALUES ('1470', '254') 
 INTO "PSE1"."Warenkorb" VALUES ('1471', '812') 
 INTO "PSE1"."Warenkorb" VALUES ('1472', '1099') 
 INTO "PSE1"."Warenkorb" VALUES ('1473', '520') 
 INTO "PSE1"."Warenkorb" VALUES ('1474', '843') 
 INTO "PSE1"."Warenkorb" VALUES ('1475', '123') 
 INTO "PSE1"."Warenkorb" VALUES ('1476', '1196') 
 INTO "PSE1"."Warenkorb" VALUES ('1477', '140') 
 INTO "PSE1"."Warenkorb" VALUES ('1478', '1806') 
 INTO "PSE1"."Warenkorb" VALUES ('1479', '1852') 
 INTO "PSE1"."Warenkorb" VALUES ('1480', '683') 
 INTO "PSE1"."Warenkorb" VALUES ('1481', '1196') 
 INTO "PSE1"."Warenkorb" VALUES ('1482', '1946') 
 INTO "PSE1"."Warenkorb" VALUES ('1483', '1015') 
 INTO "PSE1"."Warenkorb" VALUES ('1484', '1966') 
 INTO "PSE1"."Warenkorb" VALUES ('1485', '848') 
 INTO "PSE1"."Warenkorb" VALUES ('1486', '1248') 
 INTO "PSE1"."Warenkorb" VALUES ('1487', '1958') 
 INTO "PSE1"."Warenkorb" VALUES ('1488', '211') 
 INTO "PSE1"."Warenkorb" VALUES ('1489', '1455') 
 INTO "PSE1"."Warenkorb" VALUES ('1490', '656') 
 INTO "PSE1"."Warenkorb" VALUES ('1491', '377') 
 INTO "PSE1"."Warenkorb" VALUES ('1492', '1754') 
 INTO "PSE1"."Warenkorb" VALUES ('1493', '963') 
 INTO "PSE1"."Warenkorb" VALUES ('1494', '1168') 
 INTO "PSE1"."Warenkorb" VALUES ('1495', '57') 
 INTO "PSE1"."Warenkorb" VALUES ('1496', '1562') 
 INTO "PSE1"."Warenkorb" VALUES ('1497', '1763') 
 INTO "PSE1"."Warenkorb" VALUES ('1498', '873') 
 INTO "PSE1"."Warenkorb" VALUES ('1499', '377') 
 INTO "PSE1"."Warenkorb" VALUES ('1500', '1855') 
 INTO "PSE1"."Warenkorb" VALUES ('1501', '926') 
 INTO "PSE1"."Warenkorb" VALUES ('1502', '1349') 
 INTO "PSE1"."Warenkorb" VALUES ('1503', '950') 
 INTO "PSE1"."Warenkorb" VALUES ('1504', '1266') 
 INTO "PSE1"."Warenkorb" VALUES ('1505', '904') 
 INTO "PSE1"."Warenkorb" VALUES ('1506', '695') 
 INTO "PSE1"."Warenkorb" VALUES ('1507', '1818') 
 INTO "PSE1"."Warenkorb" VALUES ('1508', '465') 
 INTO "PSE1"."Warenkorb" VALUES ('1509', '772') 
 INTO "PSE1"."Warenkorb" VALUES ('1510', '1855') 
 INTO "PSE1"."Warenkorb" VALUES ('1511', '1321') 
 INTO "PSE1"."Warenkorb" VALUES ('1512', '800') 
 INTO "PSE1"."Warenkorb" VALUES ('1513', '1310') 
 INTO "PSE1"."Warenkorb" VALUES ('1514', '1319') 
 INTO "PSE1"."Warenkorb" VALUES ('1515', '1821') 
 INTO "PSE1"."Warenkorb" VALUES ('1516', '1227') 
 INTO "PSE1"."Warenkorb" VALUES ('1517', '1271') 
 INTO "PSE1"."Warenkorb" VALUES ('1518', '833') 
 INTO "PSE1"."Warenkorb" VALUES ('1519', '1811') 
 INTO "PSE1"."Warenkorb" VALUES ('1520', '1390') 
 INTO "PSE1"."Warenkorb" VALUES ('1521', '1002') 
 INTO "PSE1"."Warenkorb" VALUES ('1522', '119') 
 INTO "PSE1"."Warenkorb" VALUES ('1523', '919') 
 INTO "PSE1"."Warenkorb" VALUES ('1524', '349') 
 INTO "PSE1"."Warenkorb" VALUES ('1525', '1935') 
 INTO "PSE1"."Warenkorb" VALUES ('1526', '1537') 
 INTO "PSE1"."Warenkorb" VALUES ('1527', '1504') 
 INTO "PSE1"."Warenkorb" VALUES ('1528', '134') 
 INTO "PSE1"."Warenkorb" VALUES ('1529', '1340') 
 INTO "PSE1"."Warenkorb" VALUES ('1530', '1056') 
 INTO "PSE1"."Warenkorb" VALUES ('1531', '1679') 
 INTO "PSE1"."Warenkorb" VALUES ('1532', '359') 
 INTO "PSE1"."Warenkorb" VALUES ('1533', '319') 
 INTO "PSE1"."Warenkorb" VALUES ('1534', '1985') 
 INTO "PSE1"."Warenkorb" VALUES ('1535', '1126') 
 INTO "PSE1"."Warenkorb" VALUES ('1536', '1739') 
 INTO "PSE1"."Warenkorb" VALUES ('1537', '375') 
 INTO "PSE1"."Warenkorb" VALUES ('1538', '1535') 
 INTO "PSE1"."Warenkorb" VALUES ('1539', '1029') 
 INTO "PSE1"."Warenkorb" VALUES ('1540', '1250') 
 INTO "PSE1"."Warenkorb" VALUES ('1541', '900') 
 INTO "PSE1"."Warenkorb" VALUES ('1542', '1928') 
 INTO "PSE1"."Warenkorb" VALUES ('1543', '1477') 
 INTO "PSE1"."Warenkorb" VALUES ('1544', '1247') 
 INTO "PSE1"."Warenkorb" VALUES ('1545', '589') 
 INTO "PSE1"."Warenkorb" VALUES ('1546', '1405') 
 INTO "PSE1"."Warenkorb" VALUES ('1547', '1753') 
 INTO "PSE1"."Warenkorb" VALUES ('1548', '619') 
 INTO "PSE1"."Warenkorb" VALUES ('1549', '39') 
 INTO "PSE1"."Warenkorb" VALUES ('1550', '603') 
 INTO "PSE1"."Warenkorb" VALUES ('1551', '1596') 
 INTO "PSE1"."Warenkorb" VALUES ('1552', '1195') 
 INTO "PSE1"."Warenkorb" VALUES ('1553', '344') 
 INTO "PSE1"."Warenkorb" VALUES ('1554', '248') 
 INTO "PSE1"."Warenkorb" VALUES ('1555', '1813') 
 INTO "PSE1"."Warenkorb" VALUES ('1556', '1605') 
 INTO "PSE1"."Warenkorb" VALUES ('1557', '1758') 
 INTO "PSE1"."Warenkorb" VALUES ('1558', '1446') 
 INTO "PSE1"."Warenkorb" VALUES ('1559', '492') 
 INTO "PSE1"."Warenkorb" VALUES ('1560', '1375') 
 INTO "PSE1"."Warenkorb" VALUES ('1561', '449') 
 INTO "PSE1"."Warenkorb" VALUES ('1562', '102') 
 INTO "PSE1"."Warenkorb" VALUES ('1563', '1066') 
 INTO "PSE1"."Warenkorb" VALUES ('1564', '1185') 
 INTO "PSE1"."Warenkorb" VALUES ('1565', '1986') 
 INTO "PSE1"."Warenkorb" VALUES ('1566', '1179') 
 INTO "PSE1"."Warenkorb" VALUES ('1567', '100') 
 INTO "PSE1"."Warenkorb" VALUES ('1568', '169') 
 INTO "PSE1"."Warenkorb" VALUES ('1569', '1731') 
 INTO "PSE1"."Warenkorb" VALUES ('1570', '1812') 
 INTO "PSE1"."Warenkorb" VALUES ('1571', '872') 
 INTO "PSE1"."Warenkorb" VALUES ('1572', '1833') 
 INTO "PSE1"."Warenkorb" VALUES ('1573', '1650') 
 INTO "PSE1"."Warenkorb" VALUES ('1574', '42') 
 INTO "PSE1"."Warenkorb" VALUES ('1575', '776') 
 INTO "PSE1"."Warenkorb" VALUES ('1576', '755') 
 INTO "PSE1"."Warenkorb" VALUES ('1577', '609') 
 INTO "PSE1"."Warenkorb" VALUES ('1578', '1962') 
 INTO "PSE1"."Warenkorb" VALUES ('1579', '1094') 
 INTO "PSE1"."Warenkorb" VALUES ('1580', '233') 
 INTO "PSE1"."Warenkorb" VALUES ('1581', '1269') 
 INTO "PSE1"."Warenkorb" VALUES ('1582', '545') 
 INTO "PSE1"."Warenkorb" VALUES ('1583', '1198') 
 INTO "PSE1"."Warenkorb" VALUES ('1584', '250') 
 INTO "PSE1"."Warenkorb" VALUES ('1585', '1947') 
 INTO "PSE1"."Warenkorb" VALUES ('1586', '882') 
 INTO "PSE1"."Warenkorb" VALUES ('1587', '544') 
 INTO "PSE1"."Warenkorb" VALUES ('1588', '812') 
 INTO "PSE1"."Warenkorb" VALUES ('1589', '1495') 
 INTO "PSE1"."Warenkorb" VALUES ('1590', '187') 
 INTO "PSE1"."Warenkorb" VALUES ('1591', '982') 
 INTO "PSE1"."Warenkorb" VALUES ('1592', '1845') 
 INTO "PSE1"."Warenkorb" VALUES ('1593', '1396') 
 INTO "PSE1"."Warenkorb" VALUES ('1594', '1018') 
 INTO "PSE1"."Warenkorb" VALUES ('1595', '822') 
 INTO "PSE1"."Warenkorb" VALUES ('1596', '706') 
 INTO "PSE1"."Warenkorb" VALUES ('1597', '1178') 
 INTO "PSE1"."Warenkorb" VALUES ('1598', '1993') 
 INTO "PSE1"."Warenkorb" VALUES ('1599', '467') 
 INTO "PSE1"."Warenkorb" VALUES ('1600', '1472') 
 INTO "PSE1"."Warenkorb" VALUES ('1601', '397') 
 INTO "PSE1"."Warenkorb" VALUES ('1602', '330') 
 INTO "PSE1"."Warenkorb" VALUES ('1603', '1141') 
 INTO "PSE1"."Warenkorb" VALUES ('1604', '193') 
 INTO "PSE1"."Warenkorb" VALUES ('1605', '19') 
 INTO "PSE1"."Warenkorb" VALUES ('1606', '1271') 
 INTO "PSE1"."Warenkorb" VALUES ('1607', '456') 
 INTO "PSE1"."Warenkorb" VALUES ('1608', '306') 
 INTO "PSE1"."Warenkorb" VALUES ('1609', '1613') 
 INTO "PSE1"."Warenkorb" VALUES ('1610', '1693') 
 INTO "PSE1"."Warenkorb" VALUES ('1611', '1259') 
 INTO "PSE1"."Warenkorb" VALUES ('1612', '445') 
 INTO "PSE1"."Warenkorb" VALUES ('1613', '1299') 
 INTO "PSE1"."Warenkorb" VALUES ('1614', '500') 
 INTO "PSE1"."Warenkorb" VALUES ('1615', '1750') 
 INTO "PSE1"."Warenkorb" VALUES ('1616', '1292') 
 INTO "PSE1"."Warenkorb" VALUES ('1617', '474') 
 INTO "PSE1"."Warenkorb" VALUES ('1618', '523') 
 INTO "PSE1"."Warenkorb" VALUES ('1619', '1144') 
 INTO "PSE1"."Warenkorb" VALUES ('1620', '1889') 
 INTO "PSE1"."Warenkorb" VALUES ('1621', '1144') 
 INTO "PSE1"."Warenkorb" VALUES ('1622', '69') 
 INTO "PSE1"."Warenkorb" VALUES ('1623', '436') 
 INTO "PSE1"."Warenkorb" VALUES ('1624', '1074') 
 INTO "PSE1"."Warenkorb" VALUES ('1625', '1566') 
 INTO "PSE1"."Warenkorb" VALUES ('1626', '1701') 
 INTO "PSE1"."Warenkorb" VALUES ('1627', '260') 
 INTO "PSE1"."Warenkorb" VALUES ('1628', '1440') 
 INTO "PSE1"."Warenkorb" VALUES ('1629', '422') 
 INTO "PSE1"."Warenkorb" VALUES ('1630', '1640') 
 INTO "PSE1"."Warenkorb" VALUES ('1631', '1497') 
 INTO "PSE1"."Warenkorb" VALUES ('1632', '627') 
 INTO "PSE1"."Warenkorb" VALUES ('1633', '801') 
 INTO "PSE1"."Warenkorb" VALUES ('1634', '274') 
 INTO "PSE1"."Warenkorb" VALUES ('1635', '626') 
 INTO "PSE1"."Warenkorb" VALUES ('1636', '863') 
 INTO "PSE1"."Warenkorb" VALUES ('1637', '911') 
 INTO "PSE1"."Warenkorb" VALUES ('1638', '535') 
 INTO "PSE1"."Warenkorb" VALUES ('1639', '1956') 
 INTO "PSE1"."Warenkorb" VALUES ('1640', '73') 
 INTO "PSE1"."Warenkorb" VALUES ('1641', '927') 
 INTO "PSE1"."Warenkorb" VALUES ('1642', '772') 
 INTO "PSE1"."Warenkorb" VALUES ('1643', '183') 
 INTO "PSE1"."Warenkorb" VALUES ('1644', '33') 
 INTO "PSE1"."Warenkorb" VALUES ('1645', '1452') 
 INTO "PSE1"."Warenkorb" VALUES ('1646', '1945') 
 INTO "PSE1"."Warenkorb" VALUES ('1647', '1264') 
 INTO "PSE1"."Warenkorb" VALUES ('1648', '82') 
 INTO "PSE1"."Warenkorb" VALUES ('1649', '1286') 
 INTO "PSE1"."Warenkorb" VALUES ('1650', '1805') 
 INTO "PSE1"."Warenkorb" VALUES ('1651', '74') 
 INTO "PSE1"."Warenkorb" VALUES ('1652', '1397') 
 INTO "PSE1"."Warenkorb" VALUES ('1653', '1564') 
 INTO "PSE1"."Warenkorb" VALUES ('1654', '1463') 
 INTO "PSE1"."Warenkorb" VALUES ('1655', '1184') 
 INTO "PSE1"."Warenkorb" VALUES ('1656', '524') 
 INTO "PSE1"."Warenkorb" VALUES ('1657', '61') 
 INTO "PSE1"."Warenkorb" VALUES ('1658', '1806') 
 INTO "PSE1"."Warenkorb" VALUES ('1659', '1589') 
 INTO "PSE1"."Warenkorb" VALUES ('1660', '65') 
 INTO "PSE1"."Warenkorb" VALUES ('1661', '1091') 
 INTO "PSE1"."Warenkorb" VALUES ('1662', '971') 
 INTO "PSE1"."Warenkorb" VALUES ('1663', '1869') 
 INTO "PSE1"."Warenkorb" VALUES ('1664', '1710') 
 INTO "PSE1"."Warenkorb" VALUES ('1665', '1376') 
 INTO "PSE1"."Warenkorb" VALUES ('1666', '1810') 
 INTO "PSE1"."Warenkorb" VALUES ('1667', '671') 
 INTO "PSE1"."Warenkorb" VALUES ('1668', '798') 
 INTO "PSE1"."Warenkorb" VALUES ('1669', '1537') 
 INTO "PSE1"."Warenkorb" VALUES ('1670', '23') 
 INTO "PSE1"."Warenkorb" VALUES ('1671', '609') 
 INTO "PSE1"."Warenkorb" VALUES ('1672', '868') 
 INTO "PSE1"."Warenkorb" VALUES ('1673', '1722') 
 INTO "PSE1"."Warenkorb" VALUES ('1674', '1799') 
 INTO "PSE1"."Warenkorb" VALUES ('1675', '633') 
 INTO "PSE1"."Warenkorb" VALUES ('1676', '649') 
 INTO "PSE1"."Warenkorb" VALUES ('1677', '1968') 
 INTO "PSE1"."Warenkorb" VALUES ('1678', '1212') 
 INTO "PSE1"."Warenkorb" VALUES ('1679', '31') 
 INTO "PSE1"."Warenkorb" VALUES ('1680', '411') 
 INTO "PSE1"."Warenkorb" VALUES ('1681', '865') 
 INTO "PSE1"."Warenkorb" VALUES ('1682', '451') 
 INTO "PSE1"."Warenkorb" VALUES ('1683', '1518') 
 INTO "PSE1"."Warenkorb" VALUES ('1684', '1795') 
 INTO "PSE1"."Warenkorb" VALUES ('1685', '928') 
 INTO "PSE1"."Warenkorb" VALUES ('1686', '417') 
 INTO "PSE1"."Warenkorb" VALUES ('1687', '1684') 
 INTO "PSE1"."Warenkorb" VALUES ('1688', '321') 
 INTO "PSE1"."Warenkorb" VALUES ('1689', '1091') 
 INTO "PSE1"."Warenkorb" VALUES ('1690', '1700') 
 INTO "PSE1"."Warenkorb" VALUES ('1691', '625') 
 INTO "PSE1"."Warenkorb" VALUES ('1692', '1123') 
 INTO "PSE1"."Warenkorb" VALUES ('1693', '378') 
 INTO "PSE1"."Warenkorb" VALUES ('1694', '1608') 
 INTO "PSE1"."Warenkorb" VALUES ('1695', '831') 
 INTO "PSE1"."Warenkorb" VALUES ('1696', '236') 
 INTO "PSE1"."Warenkorb" VALUES ('1697', '149') 
 INTO "PSE1"."Warenkorb" VALUES ('1698', '1401') 
 INTO "PSE1"."Warenkorb" VALUES ('1699', '1991') 
 INTO "PSE1"."Warenkorb" VALUES ('1700', '381') 
 INTO "PSE1"."Warenkorb" VALUES ('1701', '1124') 
 INTO "PSE1"."Warenkorb" VALUES ('1702', '326') 
 INTO "PSE1"."Warenkorb" VALUES ('1703', '1729') 
 INTO "PSE1"."Warenkorb" VALUES ('1704', '919') 
 INTO "PSE1"."Warenkorb" VALUES ('1705', '1510') 
 INTO "PSE1"."Warenkorb" VALUES ('1706', '1114') 
 INTO "PSE1"."Warenkorb" VALUES ('1707', '125') 
 INTO "PSE1"."Warenkorb" VALUES ('1708', '128') 
 INTO "PSE1"."Warenkorb" VALUES ('1709', '1881') 
 INTO "PSE1"."Warenkorb" VALUES ('1710', '328') 
 INTO "PSE1"."Warenkorb" VALUES ('1711', '1852') 
 INTO "PSE1"."Warenkorb" VALUES ('1712', '47') 
 INTO "PSE1"."Warenkorb" VALUES ('1713', '750') 
 INTO "PSE1"."Warenkorb" VALUES ('1714', '1123') 
 INTO "PSE1"."Warenkorb" VALUES ('1715', '362') 
 INTO "PSE1"."Warenkorb" VALUES ('1716', '353') 
 INTO "PSE1"."Warenkorb" VALUES ('1717', '32') 
 INTO "PSE1"."Warenkorb" VALUES ('1718', '1986') 
 INTO "PSE1"."Warenkorb" VALUES ('1719', '1346') 
 INTO "PSE1"."Warenkorb" VALUES ('1720', '20') 
 INTO "PSE1"."Warenkorb" VALUES ('1721', '549') 
 INTO "PSE1"."Warenkorb" VALUES ('1722', '1733') 
 INTO "PSE1"."Warenkorb" VALUES ('1723', '647') 
 INTO "PSE1"."Warenkorb" VALUES ('1724', '1642') 
 INTO "PSE1"."Warenkorb" VALUES ('1725', '1917') 
 INTO "PSE1"."Warenkorb" VALUES ('1726', '687') 
 INTO "PSE1"."Warenkorb" VALUES ('1727', '1414') 
 INTO "PSE1"."Warenkorb" VALUES ('1728', '1554') 
 INTO "PSE1"."Warenkorb" VALUES ('1729', '606') 
 INTO "PSE1"."Warenkorb" VALUES ('1730', '410') 
 INTO "PSE1"."Warenkorb" VALUES ('1731', '594') 
 INTO "PSE1"."Warenkorb" VALUES ('1732', '761') 
 INTO "PSE1"."Warenkorb" VALUES ('1733', '384') 
 INTO "PSE1"."Warenkorb" VALUES ('1734', '1999') 
 INTO "PSE1"."Warenkorb" VALUES ('1735', '1135') 
 INTO "PSE1"."Warenkorb" VALUES ('1736', '1592') 
 INTO "PSE1"."Warenkorb" VALUES ('1737', '1459') 
 INTO "PSE1"."Warenkorb" VALUES ('1738', '448') 
 INTO "PSE1"."Warenkorb" VALUES ('1739', '137') 
 INTO "PSE1"."Warenkorb" VALUES ('1740', '733') 
 INTO "PSE1"."Warenkorb" VALUES ('1741', '903') 
 INTO "PSE1"."Warenkorb" VALUES ('1742', '1772') 
 INTO "PSE1"."Warenkorb" VALUES ('1743', '43') 
 INTO "PSE1"."Warenkorb" VALUES ('1744', '1213') 
 INTO "PSE1"."Warenkorb" VALUES ('1745', '1810') 
 INTO "PSE1"."Warenkorb" VALUES ('1746', '1342') 
 INTO "PSE1"."Warenkorb" VALUES ('1747', '527') 
 INTO "PSE1"."Warenkorb" VALUES ('1748', '1564') 
 INTO "PSE1"."Warenkorb" VALUES ('1749', '1607') 
 INTO "PSE1"."Warenkorb" VALUES ('1750', '1935') 
 INTO "PSE1"."Warenkorb" VALUES ('1751', '291') 
 INTO "PSE1"."Warenkorb" VALUES ('1752', '534') 
 INTO "PSE1"."Warenkorb" VALUES ('1753', '446') 
 INTO "PSE1"."Warenkorb" VALUES ('1754', '632') 
 INTO "PSE1"."Warenkorb" VALUES ('1755', '681') 
 INTO "PSE1"."Warenkorb" VALUES ('1756', '913') 
 INTO "PSE1"."Warenkorb" VALUES ('1757', '376') 
 INTO "PSE1"."Warenkorb" VALUES ('1758', '614') 
 INTO "PSE1"."Warenkorb" VALUES ('1759', '1042') 
 INTO "PSE1"."Warenkorb" VALUES ('1760', '1709') 
 INTO "PSE1"."Warenkorb" VALUES ('1761', '221') 
 INTO "PSE1"."Warenkorb" VALUES ('1762', '1019') 
 INTO "PSE1"."Warenkorb" VALUES ('1763', '1213') 
 INTO "PSE1"."Warenkorb" VALUES ('1764', '1046') 
 INTO "PSE1"."Warenkorb" VALUES ('1765', '1916') 
 INTO "PSE1"."Warenkorb" VALUES ('1766', '1372') 
 INTO "PSE1"."Warenkorb" VALUES ('1767', '903') 
 INTO "PSE1"."Warenkorb" VALUES ('1768', '1812') 
 INTO "PSE1"."Warenkorb" VALUES ('1769', '1775') 
 INTO "PSE1"."Warenkorb" VALUES ('1770', '543') 
 INTO "PSE1"."Warenkorb" VALUES ('1771', '329') 
 INTO "PSE1"."Warenkorb" VALUES ('1772', '1937') 
 INTO "PSE1"."Warenkorb" VALUES ('1773', '887') 
 INTO "PSE1"."Warenkorb" VALUES ('1774', '1916') 
 INTO "PSE1"."Warenkorb" VALUES ('1775', '1615') 
 INTO "PSE1"."Warenkorb" VALUES ('1776', '1002') 
 INTO "PSE1"."Warenkorb" VALUES ('1777', '1730') 
 INTO "PSE1"."Warenkorb" VALUES ('1778', '1656') 
 INTO "PSE1"."Warenkorb" VALUES ('1779', '1056') 
 INTO "PSE1"."Warenkorb" VALUES ('1780', '1621') 
 INTO "PSE1"."Warenkorb" VALUES ('1781', '56') 
 INTO "PSE1"."Warenkorb" VALUES ('1782', '1458') 
 INTO "PSE1"."Warenkorb" VALUES ('1783', '238') 
 INTO "PSE1"."Warenkorb" VALUES ('1784', '1696') 
 INTO "PSE1"."Warenkorb" VALUES ('1785', '366') 
 INTO "PSE1"."Warenkorb" VALUES ('1786', '1616') 
 INTO "PSE1"."Warenkorb" VALUES ('1787', '969') 
 INTO "PSE1"."Warenkorb" VALUES ('1788', '771') 
 INTO "PSE1"."Warenkorb" VALUES ('1789', '1905') 
 INTO "PSE1"."Warenkorb" VALUES ('1790', '540') 
 INTO "PSE1"."Warenkorb" VALUES ('1791', '861') 
 INTO "PSE1"."Warenkorb" VALUES ('1792', '1332') 
 INTO "PSE1"."Warenkorb" VALUES ('1793', '1775') 
 INTO "PSE1"."Warenkorb" VALUES ('1794', '1226') 
 INTO "PSE1"."Warenkorb" VALUES ('1795', '1404') 
 INTO "PSE1"."Warenkorb" VALUES ('1796', '1855') 
 INTO "PSE1"."Warenkorb" VALUES ('1797', '1158') 
 INTO "PSE1"."Warenkorb" VALUES ('1798', '568') 
 INTO "PSE1"."Warenkorb" VALUES ('1799', '1124') 
 INTO "PSE1"."Warenkorb" VALUES ('1800', '1825') 
 INTO "PSE1"."Warenkorb" VALUES ('1801', '1608') 
 INTO "PSE1"."Warenkorb" VALUES ('1802', '837') 
 INTO "PSE1"."Warenkorb" VALUES ('1803', '1072') 
 INTO "PSE1"."Warenkorb" VALUES ('1804', '1415') 
 INTO "PSE1"."Warenkorb" VALUES ('1805', '1776') 
 INTO "PSE1"."Warenkorb" VALUES ('1806', '1391') 
 INTO "PSE1"."Warenkorb" VALUES ('1807', '1267') 
 INTO "PSE1"."Warenkorb" VALUES ('1808', '1248') 
 INTO "PSE1"."Warenkorb" VALUES ('1809', '619') 
 INTO "PSE1"."Warenkorb" VALUES ('1810', '901') 
 INTO "PSE1"."Warenkorb" VALUES ('1811', '149') 
 INTO "PSE1"."Warenkorb" VALUES ('1812', '1953') 
 INTO "PSE1"."Warenkorb" VALUES ('1813', '479') 
 INTO "PSE1"."Warenkorb" VALUES ('1814', '306') 
 INTO "PSE1"."Warenkorb" VALUES ('1815', '555') 
 INTO "PSE1"."Warenkorb" VALUES ('1816', '490') 
 INTO "PSE1"."Warenkorb" VALUES ('1817', '1301') 
 INTO "PSE1"."Warenkorb" VALUES ('1818', '1101') 
 INTO "PSE1"."Warenkorb" VALUES ('1819', '482') 
 INTO "PSE1"."Warenkorb" VALUES ('1820', '351') 
 INTO "PSE1"."Warenkorb" VALUES ('1821', '1606') 
 INTO "PSE1"."Warenkorb" VALUES ('1822', '987') 
 INTO "PSE1"."Warenkorb" VALUES ('1823', '784') 
 INTO "PSE1"."Warenkorb" VALUES ('1824', '261') 
 INTO "PSE1"."Warenkorb" VALUES ('1825', '331') 
 INTO "PSE1"."Warenkorb" VALUES ('1826', '1984') 
 INTO "PSE1"."Warenkorb" VALUES ('1827', '1780') 
 INTO "PSE1"."Warenkorb" VALUES ('1828', '214') 
 INTO "PSE1"."Warenkorb" VALUES ('1829', '278') 
 INTO "PSE1"."Warenkorb" VALUES ('1830', '1665') 
 INTO "PSE1"."Warenkorb" VALUES ('1831', '465') 
 INTO "PSE1"."Warenkorb" VALUES ('1832', '1658') 
 INTO "PSE1"."Warenkorb" VALUES ('1833', '222') 
 INTO "PSE1"."Warenkorb" VALUES ('1834', '497') 
 INTO "PSE1"."Warenkorb" VALUES ('1835', '188') 
 INTO "PSE1"."Warenkorb" VALUES ('1836', '1574') 
 INTO "PSE1"."Warenkorb" VALUES ('1837', '1338') 
 INTO "PSE1"."Warenkorb" VALUES ('1838', '18') 
 INTO "PSE1"."Warenkorb" VALUES ('1839', '1894') 
 INTO "PSE1"."Warenkorb" VALUES ('1840', '385') 
 INTO "PSE1"."Warenkorb" VALUES ('1841', '1468') 
 INTO "PSE1"."Warenkorb" VALUES ('1842', '70') 
 INTO "PSE1"."Warenkorb" VALUES ('1843', '1203') 
 INTO "PSE1"."Warenkorb" VALUES ('1844', '287') 
 INTO "PSE1"."Warenkorb" VALUES ('1845', '961') 
 INTO "PSE1"."Warenkorb" VALUES ('1846', '130') 
 INTO "PSE1"."Warenkorb" VALUES ('1847', '1594') 
 INTO "PSE1"."Warenkorb" VALUES ('1848', '241') 
 INTO "PSE1"."Warenkorb" VALUES ('1849', '1933') 
 INTO "PSE1"."Warenkorb" VALUES ('1850', '1799') 
 INTO "PSE1"."Warenkorb" VALUES ('1851', '1636') 
 INTO "PSE1"."Warenkorb" VALUES ('1852', '1428') 
 INTO "PSE1"."Warenkorb" VALUES ('1853', '1678') 
 INTO "PSE1"."Warenkorb" VALUES ('1854', '827') 
 INTO "PSE1"."Warenkorb" VALUES ('1855', '1381') 
 INTO "PSE1"."Warenkorb" VALUES ('1856', '69') 
 INTO "PSE1"."Warenkorb" VALUES ('1857', '1643') 
 INTO "PSE1"."Warenkorb" VALUES ('1858', '1491') 
 INTO "PSE1"."Warenkorb" VALUES ('1859', '426') 
 INTO "PSE1"."Warenkorb" VALUES ('1860', '1979') 
 INTO "PSE1"."Warenkorb" VALUES ('1861', '221') 
 INTO "PSE1"."Warenkorb" VALUES ('1862', '1254') 
 INTO "PSE1"."Warenkorb" VALUES ('1863', '786') 
 INTO "PSE1"."Warenkorb" VALUES ('1864', '1599') 
 INTO "PSE1"."Warenkorb" VALUES ('1865', '29') 
 INTO "PSE1"."Warenkorb" VALUES ('1866', '1015') 
 INTO "PSE1"."Warenkorb" VALUES ('1867', '585') 
